"B5_0"	"B5_1"	"B5_3"	"B5_4"	"B5_5"	"B5_6"	"B5_7"	"Bott_B5"	"B7_0"	"B7_1"	"B7_2"	"B7_3"	"B7_4"	"B7_5_"	"B7_6"	"B7_7"	"Bott_B7"	"B8_1"	"B8_2"	"B8_3"	"B8_4"	"B8_5"	"B8_6"	"B8_7"	"T1_0"	"T1_1"	"T1_2"	"T1_3"	"T1_4"	"T1_5"	"T1_6"	"T1_7"	"T1_8"	"Bott_T1"	"T3_0"	"T3_1"	"T3_2"	"T3_3"	"T3_5"	"T3_6"	"T3_8"	"Bott_T3"	"T4_0"	"T4_1"	"T4_2"	"T4_3"	"T4_4"	"T4_5"	"T4_6"	"T4_7"	"T4_8"	"9_0"	"A9_0"	"A9_1"	"A9_2"	"A9_3"	"A9_4"	"A9_5"	"A9_6"	"Bott_A9"	"A11_0"	"A11_1"	"A11_2"	"A11_3"	"A11_4"	"A11_5"	"A11_6"	"Bott_A11"	"A12_0"	"A12_1"	"A12_2"	"A12_3"	"A12_4"	"A12_5"	"A12_6"
"Verminephrobacter"	5.87865810682928e-05	0.0003225591300908	3.83320715693108e-05	0.00017949400981615	1.21089645355338e-05	0.000152878043600452	0.000329734167573127	0	2.84126904898117e-05	1.43050689466858e-06	0.000361507473827723	0.000980295781724447	0.000260843877082823	5.9288038953503e-05	0	0.00250640670452971	0	0.000115045869214151	4.27582092075626e-05	0.000104434424928358	1.36815318264003e-05	0.000319976167292367	0.000156817796797712	7.23363611267348e-05	0.000115100814286693	1.0446471461454e-05	1.18968558891474e-05	2.74430111569562e-06	0	0.000194423136990755	0	8.39729921561481e-05	0	0	0.000125506810275028	0.000185674447648084	0	2.15855405658929e-05	3.73654363486203e-05	6.39791752559107e-05	3.68280718294713e-05	0	4.55661133927921e-05	1.1053698406287e-05	0	7.5037162154557e-06	0	6.76539635074521e-06	0.000189847564938079	1.94374188973697e-06	8.71949082626081e-06	0.000177679867942623	0.000167735463583333	4.38882127472478e-05	3.54545175016676e-05	2.86941656343103e-05	3.95298210146176e-05	5.17411082865424e-05	0.000111232914404809	9.66181541829348e-05	0.000183723465605805	0.000140184229303167	0.000109284684226656	0.000105734075929428	0.000137820905075931	0.000165619871072131	6.67092899544226e-05	3.80150551947778e-06	0.000175847209457282	0.000101734835418256	0.000168648549543748	0.000141014531780164	9.52412388823793e-05	0.000229901830293079	5.05714340063664e-05
"Verticillium"	0.00126646743127561	0.00017881620224285	0	0	0	5.49262432097432e-06	0	0	0.000687279945631933	3.01087641639767e-05	2.42650067756947e-05	0	0	0	0	0	0	0.000106523952976066	0	0	0	1.01141891960231e-05	2.02222463023813e-05	1.96833635719006e-06	0.000506196054228573	0.0002770291296751	7.65961954506749e-06	0	1.38698248846346e-05	9.91593412703303e-05	0	0	0	0	0.000203565923982668	9.65822498381755e-05	0	5.06327494755513e-06	3.86475836743082e-05	3.46155985526383e-05	0	0	0.00032503827553525	1.51988353086446e-05	1.69208214333628e-05	0	0	0	0	0	0	0.000331719461839416	0.000168023834007832	3.3690576805976e-05	1.72566235627586e-06	2.62501830723975e-06	1.34455173519107e-06	7.35731369762272e-06	0	7.11923241347941e-05	0.000263707615350285	4.7500441334131e-05	0.000112740326415642	4.63552316183296e-05	3.29433341232307e-05	4.10449245700499e-05	0.000209167913829054	0	0.000315857806038717	0.000182310534898682	5.52831344977431e-05	0.000197865440575323	0.000146514946938236	9.4633589217261e-05	0.000363743158357718
"Vibrio"	1.15017223829268e-05	0.000307609865594613	0	2.40087529053449e-05	0	0	3.2232441099845e-05	0	8.44701609156565e-05	0.000198840458358932	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93667271438012e-06	5.73441332826175e-05	0.000118892138714008	0.00046691085099188	7.04942349094312e-05	9.33060946784508e-06	4.74548276079438e-05	0.000839896285167325	0.000124870501304243	6.12158582463326e-06	0	0.000896914522209349	0.0407470656735646	6.2324129098201e-06	1.11925025156482e-05	0.000201846621844017	0.000138701122476433	0.00104499653816125	1.41597263505445e-07	0.000236943789642519	2.30285383464312e-05	0	0	0	0.00013501377934748	7.38038210883975e-05	3.75142184719234e-05	0	0.000242663634954444	0.000133707753492502	2.87562368343928e-05	2.79243544924639e-05	5.9922831703197e-05	3.45549795944106e-05	4.45437361910419e-05	2.92718195802128e-05	2.73546861207583e-05	9.99485978639557e-05	8.52980486152535e-05	0.000149672502310421	7.77737774929752e-05	0.000114426363452188	0.000129255508075859	7.66845108821867e-05	4.72619605124265e-06	0.000138390324190772	0.000112848725001763	0.000142406555320136	0.000112690235583287	6.81040091734274e-05	0.000123709940102717	3.80445650323124e-05
"Vitis"	0.549846867346163	0.109112956642533	0.021489709297069	0.07273851838556	0.0640833312030525	0.0424383040973147	0.00837117249024135	7.3809081680293e-05	0.693078438223516	0.0119073350330934	0.0332327775001696	0.112485527666732	0.0686883638489243	0.0624858087140803	0.0184916064954453	0.0116576049314309	0	0.265496039439428	0.0472502785427019	0.0457596838561089	0.0673689151387202	0.0641671746748058	0.0462070696973073	0.0114542413465783	0.659512814144776	0.129144277572572	0.0383958801025085	0.0355479614645237	0.034898749017449	0.0806133571882377	0.0366130322049095	0.0715779009220331	0.00556813881530619	0.00229336432729705	0.628310816085075	0.121220973091791	0.0424031560938975	0.0438386339603977	0.0696564999099749	0.058946305954623	0.00196498223250135	0.000553202808857836	0.63924244817614	0.062997790642031	0.0793290410849631	0.0658496120203531	0.0964206685764003	0.0854554861922673	0.134403720826603	0.0116927737119017	0.00515897023184384	0.0293114570483207	0.00592034093843042	0.000835548235188078	0.000282851748033215	0.000420908107884994	0.000308574623226351	0.000593703227077729	0.00384778068381898	0.00595490474782662	0.00441757639686695	0.00274546758174529	0.00520160540496995	0.00219333825287426	0.00262082524802591	0.0024963595132144	0.0107327142669662	0.000777048276859743	0.00487463714238086	0.00548000247925229	0.00201346074346369	0.00552040532877123	0.00447529448786764	0.00325962147286707	0.0183889796958012
"Wenzhouxiangella"	1.40576606902439e-05	0	0	0	0	0	0	0	1.61261216293526e-05	7.22065384927948e-06	0	0	0	0	0	0	0	5.53924555475544e-05	0	0	0	0	3.81551817026063e-06	0	1.77395520226802e-05	1.08982107678953e-05	1.02671496029628e-05	6.68923396950807e-06	3.026143611193e-06	0	3.39254125572491e-05	2.17797385995773e-05	5.56507802239387e-06	0	9.56606785632838e-05	0.000323649090274049	0	0	2.67419299357772e-05	8.35548930580924e-06	2.95647576631033e-05	0	0	0	0	0	0	2.94147667423705e-06	0	2.72123864563175e-06	0	8.75445764893481e-05	7.88212493629417e-05	1.91342738898057e-05	2.19629754435109e-06	9.05178726634395e-07	3.36137933797768e-06	2.23118534960515e-05	1.46359097901064e-05	4.03306269729129e-05	3.3105603843687e-05	7.99397671232936e-05	2.1813741317969e-05	3.75992434237562e-05	6.2703737413299e-05	6.6067926829861e-05	3.2731193669226e-05	0	7.72965240487023e-05	1.0472703645997e-05	4.18122441296222e-05	4.85559363375026e-05	2.75286320605233e-05	4.00928565004426e-05	0
"Xanthobacter"	8.75408870256099e-05	0.000156392305498569	9.74967907306385e-05	0.000150912161119311	0	0.000252203000071404	0.000638721016737158	0	7.8326876485427e-05	0	0.000711910622520805	0.00238656967472748	0.000611254627621795	8.19940964250574e-05	0	0.00440244493697188	0	0.000204525989714047	4.42326302147199e-05	0.000254123767325671	1.05242552510772e-05	0.000436749078919179	0.000287308518220625	0.000129910199574544	2.80532450591222e-05	6.66315477000851e-06	0	2.00677019085242e-05	0	0	0	0	0	3.42814686576728e-06	6.96409739940706e-05	2.72007152605474e-05	9.03699871923915e-06	5.86273941295857e-06	4.39593368807297e-06	0	2.28129444943669e-05	1.5575698985599e-06	0.000217198473838975	0	0	0	0	2.55908470658623e-05	3.15638983271134e-05	1.57443093068694e-05	8.71949082626081e-06	0.000269434356248351	0.000391895406893553	9.13675284738144e-05	3.71801798579435e-05	9.05178726634395e-05	8.79336834814962e-05	7.54124654006329e-05	0.000238565329578735	4.38376380140358e-05	0.000355442990886609	0.000307015047647432	0.000141681329748393	0.000182772056095128	0.000207208797238871	0.000389026675420517	0.000220078311718796	1.31511542295448e-05	0.000420413030306814	0.000135931418752124	0.000278689978654762	0.000169743460779853	9.90247949475697e-05	0.000257352795104193	0.000265847997116036
"Xanthomonas"	0.000793618844421952	0.000988376371882503	7.29142665720587e-05	1.60058352702299e-05	0	0.000119922297674606	0.000149677082808476	0	0.000648116507389219	9.35960225368868e-05	5.09976413590871e-05	0	7.5424735542021e-05	5.9288038953503e-05	0	6.06039617675578e-05	0	3.19571858928199e-05	5.89768402862932e-06	1.94944259866268e-05	1.68388084017235e-05	1.28726044313021e-05	7.74550188562908e-05	7.52888656625199e-05	0.000975262813525955	0.000305036966674457	7.95296667658071e-05	3.72195838816218e-05	6.60708021777138e-05	0.000469236168511385	0.000261225676690818	0.000894179268060425	6.67809362687265e-06	5.99925701509275e-06	0.000891557524209805	0.00211850208420553	8.72537807374814e-06	9.14054372111268e-05	0.000465602643128396	0.000354750203098072	0.000125317744419729	4.05322166784337e-06	0.000443510170356509	5.52684920314349e-06	3.74675331738747e-05	0	3.67005518784321e-05	0.000256790913660894	0.000392227854211924	6.88084628966886e-05	3.28372314095354e-05	0.00182828913933426	0.000624033598614899	0.000198826487854958	0.000109657998821529	0.000231001611037098	0.000155833546108645	0.000190570418928641	0.000335162334193437	0.000138526936124353	0.000669693512868477	0.000413456585393122	0.000467591583697058	0.000464361693243298	0.000507200028264426	0.000691462961726148	0.000376876315677088	8.73318835555707e-06	0.000807467511394089	0.000422114075527429	0.00067739334422551	0.000501340042684714	0.000341433318020804	0.000661712730710008	0.000271415494437838
"Xenopus"	0.000242814139195122	1.78241230531458e-05	0	0	0	0	0	0	0.000185834354014444	1.77110377435157e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54897692622911e-05	5.86694263026446e-06	0	0	0.000229837187444444	0	0	0	0	0.000169893365128392	0	0	0	0	0	0	0	0.000107839801696275	0	4.47193137881731e-05	0	0	0	0	0	0	1.94303622294484e-06	0	0	0	0	0	0	0	0	3.28528893105291e-06	1.15854734961295e-06	2.15977636811574e-06	0	0	0	0	0	1.14372168752704e-06	0	0	0	1.30467450523807e-06	0	0
"Xiphophorus"	0.000118851131290244	0	0	0	0	0	0	0	6.14328443022957e-05	3.26973004495674e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49533288358921e-05	3.58535382960606e-06	0	0	0.000334662776787365	7.26973126226767e-06	0	0	0	9.33648222777649e-05	0	0	0	0	0	0	0	9.26510972320105e-05	0	8.46041071668139e-06	0	0	0	0	0	0	1.4033039387935e-06	0	0	0	0	0	0	0	0	0	1.59300260571781e-06	3.45564218898518e-06	0	0	3.42041038083749e-06	0	0	0	0	3.84882581946313e-06	0	0	0	5.56749732180181e-06
"Xylella"	0.000110544331791464	3.62232178176834e-05	7.49975313312604e-06	5.48771494979312e-05	0	3.20403085390169e-05	1.96358549228941e-05	0	5.60574704258448e-05	1.42369495707492e-05	9.87051123079106e-06	0	0	0	0	0	0	0	0	8.35475399426864e-06	0	0	3.39581117153196e-05	1.37783545003304e-05	4.53802493603448e-05	3.38522142764415e-05	1.04301202315813e-05	1.4236062037671e-05	1.33654676161024e-05	7.82650515026536e-05	2.35054644146655e-05	3.7751546905934e-05	4.4520624179151e-06	0	7.6528542850627e-05	0.000331139142302316	3.73944774589206e-06	3.73083417188273e-06	6.24588911513701e-05	2.60213809809488e-05	2.65980518768404e-05	0	0	0	0	0	0	4.79460697900639e-05	2.3672923745335e-05	6.60872242510568e-06	0	0.000152852182871661	5.9308183971872e-05	1.58995399084346e-05	7.68704140522882e-06	1.65647706974094e-05	2.36641105393629e-05	3.66266268859914e-05	5.56164572024044e-05	2.75300366728145e-05	5.698712722711e-05	3.85216993746306e-05	4.27635720886916e-05	4.11310705946766e-05	3.81951699979486e-05	6.55278620328867e-05	7.16969004183046e-05	0	4.78456905948811e-05	5.7493005730065e-05	5.00347356530206e-05	4.22841278939085e-05	2.42669457974281e-05	4.65944007978117e-05	1.25268689740541e-05
"Yarrowia"	0.000444094280896342	3.96730480860342e-05	0.000347071908882999	0.000141765969536322	8.74536327566327e-05	0.00030438293112066	8.07663466639794e-05	0	0.00045921051115966	0.000163758979751584	6.12794238911612e-05	0	8.32814788276482e-05	0.000146327925927795	3.6559729458002e-05	0.000229429283834326	0	0.000132089701690322	0.00034599746301292	0.000272225734313253	0.000371506210363024	5.05709459801155e-05	0.000239232989275342	0.000328466129606092	0.000392745430827711	0.00308724288763284	0.000120924206434895	0.000118004947974912	0.000352797909338251	0.000313768487019688	0.000339011801197082	0.000310724270687303	0.000149144091000156	1.91185113667791e-06	0.000223463345123831	0.000232191612876267	0.000267682134476773	0.000360025497586683	0.000119606029096319	0.000183343308196043	1.76979345180515e-05	0	0.000194415417142579	4.09907982566475e-05	9.66904081906445e-06	0	0	3.67684584279631e-05	0	9.21333655735321e-05	0.000128009546172765	0.000125757622207263	0.00296146813612545	0.00117182350425147	9.22444968627458e-05	0.00012473362853022	5.53955314898722e-05	6.12576336128153e-05	0.000115623687341841	0.00193814965187655	0.00289813026625498	0.00089903274329965	0.00126303722007408	0.000623956133529261	0.000435584084518272	0.000141676998406269	0.000475381622338759	7.69548009213206e-05	0.00107929203246302	0.0009109114885559	0.000287962149947105	0.000961407539482551	0.00136390672777588	0.000549741690033096	0.000394364393627628
"Yersinia"	8.56239332951221e-05	0.000171916541706148	3.33322361472268e-05	6.85964368724141e-05	0	2.88362776851152e-05	2.2229269724031e-05	0	3.83955276889348e-05	5.8582663305475e-06	3.45467893077687e-05	6.82657229613124e-05	0	4.54121149431087e-05	0	0	0	8.94801204998956e-05	1.91674730930453e-05	2.1583114485194e-05	8.41940420086173e-06	4.87320024899295e-05	1.8314487217251e-05	6.3970931608677e-06	0.000103962025807335	5.23452921338804e-05	8.96338457401515e-06	1.71518819730976e-05	1.76525043986258e-06	8.95975476478342e-05	2.93212494244796e-05	0.000167219993025644	0	5.27407210118044e-07	0.000157648798272292	0.000454527894136393	1.05951019466942e-05	1.3324407756724e-05	4.45088285917388e-05	1.79046199410198e-05	2.72118530739982e-05	0.000100144664614226	7.44246518748937e-05	0	0	0	0	1.82371553802697e-05	0	0	6.67875893075296e-06	0.000410412428868682	0.00072976942093104	0.000270155113444177	0.000194372332675072	0.000415567553397851	0.000296473657609632	0.000368425480488564	0.000864982268595289	0.000215330477924944	0.00074083265395243	0.000896570830181722	0.000329149918500839	0.000617996175178333	0.000823901646164083	0.00134026080449132	0.000522452196091646	5.85637336784415e-06	0.000467877480339186	0.000435365251569303	0.000763292138650801	0.00053998247535331	0.00040640610838166	0.000760138887434068	0.000197182196813814
"Zymomonas"	2.3642429342683e-05	0	5.83314132576469e-06	0	0	2.42590907509699e-05	2.18587818952972e-05	0	6.91119498400826e-06	5.44955007492791e-07	6.58034082052737e-05	0.000133800817004172	3.61410191138851e-05	0	0	0.000138523341182989	0	0	0	9.05098349379102e-06	8.41940420086173e-06	2.39062653724182e-05	1.06834508767298e-05	7.62730338411149e-06	1.65019088583072e-05	7.48193226293328e-06	0	0	0	0	3.15021688031599e-06	0	0	4.41703538473862e-05	0	3.94213264645614e-06	0	8.52762096430338e-06	4.02960588073356e-06	2.6260109246829e-06	6.6495129692101e-06	5.38069601320692e-06	4.5566113392792e-06	0	6.64746556310681e-05	0	0	0	4.64174975398726e-06	0	0.000102778679101032	0.00074267162299225	0.000848770282774116	0.000194303342881007	9.88333894957991e-05	0.000204027284983393	0.000100438014618773	0.000174976112721723	0.000461031158388352	0.000215155127372888	0.0008851326523856	0.000650234699970269	0.000322022656486057	0.0003565673847975	0.000475052426849486	0.000684082076167499	0.000654000422076536	6.98655068444566e-06	0.000775538614283959	0.000344530577088717	0.000555280597771635	0.000325931722665486	0.000231579724679758	0.000562925377080539	0.000935339550062704
"Zymoseptoria"	0.0398106560901939	0.000494475671796948	7.49975313312604e-06	0	0	2.56322468312135e-05	0	0	0.0110133731622941	4.35282812234867e-05	3.49580606090517e-05	0	1.57134865712544e-05	0	0	0	0	0.000123567785452237	5.89768402862932e-06	1.04434424928358e-05	1.05242552510772e-05	4.68930589997435e-05	2.86163862769547e-05	0	0.0119279922705059	0.00528422053709658	3.22681844664545e-05	1.59512502349808e-05	5.54792995385383e-06	0.000243294526616846	4.84648750817845e-06	5.08193900656804e-06	0	0	0.00477614635930763	0.00018606866091273	1.52694116290592e-05	1.89206590145481e-05	4.12118783256841e-05	7.49606754864029e-05	0	0	0.00599650052249143	3.86879444220044e-05	4.95538341977053e-05	0	0	9.41272535755855e-06	0	3.10998702357914e-06	0	0.00741268319053456	0.00172012958213395	0.000139915951194224	2.57280569481128e-05	1.25819843002181e-05	9.54631731985662e-06	1.55143354058566e-05	2.41492511536756e-05	0.000245315422326544	0.00387285022064506	0.000355239581075071	0.000556574370063426	0.000295128307970032	0.00021150575386364	0.000184882182164216	0.000522452196091646	5.5481431905892e-06	0.00235368392279002	0.00223624282138911	0.000212385206583102	0.000609983950239876	0.000634854614248846	0.000599045067621479	0.000594330339102343
"Anaerolinea"	0	4.5997736911344e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3644042639899e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77214489177936e-06	7.68987798662846e-06	0	0	0	0	0	0	0	4.54886159684248e-06	0	0	0	7.16159437461536e-06	8.10097195461511e-06	0	0	1.04841154689979e-05	0	0	0	0	7.58513501359726e-06	0
"Anaerostipes"	0	8.39458698632027e-05	6.24979427760503e-06	0	0	0	0	0.00100345203903446	0	0	0	0	0	0	0	0	0.000167715362542399	0	0	0	0	0	0	0	0	0.000122139014979054	2.54234180644793e-05	2.26404842044889e-05	4.03485814825733e-06	0	0	0	0	0.000885384853985666	0	0	0	0	1.46531122935766e-05	0	1.03323201521572e-05	0.000850822557088344	0	0	0	0	0	0	0	3.49873540152654e-06	6.15929990280551e-05	0	1.92246949665711e-06	0.000346006884007346	0.000519267490843008	0.000452770399062524	0.000482828528107114	0.000382100487470015	2.0490273706149e-05	5.96191876990886e-06	0	5.06864465455666e-06	0	1.39801492182264e-06	0	8.46101515259801e-06	8.60362805019656e-05	0.000472722348516683	0	4.7020302084068e-06	7.34775838261142e-06	0	1.56560940628569e-06	6.14034739195968e-06	3.71166488120121e-06
"Arthrospira"	0	1.03494908050524e-05	0	0	0	0	8.89170788961241e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.46208194899701e-05	0	0	0	0	0	3.16217514508878e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.39732284151344e-07	1.7302225469914e-06	1.20617199305366e-06	0	5.61210810513325e-06	5.24375176724519e-06	0	0	0	1.12457967255273e-05	0	3.23966455217361e-06	9.56536525457594e-07	0	0	4.67588480988943e-06	0	0	0	0	1.41621480984383e-06	5.3491654714761e-06	0	8.35124598270271e-06
"Azospira"	0	0.000228263769422544	2.70824418696218e-05	2.05789310617242e-05	0	7.23195535594952e-05	5.03863447078037e-05	0	0	2.24793940590776e-06	3.08453475962221e-05	6.0073836205955e-05	0	4.41506673058001e-05	0	2.16442720598421e-05	0	0	0	0	0	0	2.78532826429026e-05	0	7.42585898623823e-05	1.70813925248099e-05	2.93347131513223e-06	1.09772044627825e-05	0	0.000177778533277521	0	0	0	0	8.11202554216646e-05	8.2784785575579e-05	0	0	0.000106967719743109	0.000110053730570802	2.49612486844194e-05	0	5.77170769642033e-05	0	4.83452040953222e-06	0	4.89340691712428e-05	2.2943518059049e-05	8.44798455225682e-05	0	2.22625297691765e-06	0.000233380239667041	0.000958254920608739	0.000132158072238902	8.50280906455922e-05	7.25953338760785e-05	5.71434487456206e-05	0.000142268055087726	0.000272959717585485	0.000196217267750824	0.00070936969457427	0.000303104950342488	0.000258957186537077	0.000216397993951599	0.000299832084483897	0.00039190702100438	0.000242522558806265	3.43162930677184e-05	0.00109196828116644	0.000283831641671102	0.00051906664574305	0.000263011321828139	0.000176783395459759	0.000731965528812135	0.00018604720217021
"Basfia"	0	2.41488118784556e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34352696547346e-05	0	0	0	0	0	0	1.0313693036442e-05	6.19729861024096e-05	1.97194460628333e-05	3.25885757488855e-06	0	1.38114796769389e-05	9.20832626553905e-06	6.77591867542406e-06	0	0	1.68362794271379e-05	8.19963590462877e-05	0	0	4.02960588073356e-06	1.7188435143379e-05	0	0	0	0	0	0	0	0	0	0	0	1.51125039562376e-06	1.84557071679083e-05	0.000169412339024354	8.61262394177678e-05	9.91170705664663e-05	0.000127329049322595	0.000204965163119642	3.8785160943782e-05	7.89077484252644e-06	2.89358140465814e-05	1.91160312686137e-05	1.70622333081143e-05	1.39065694854989e-05	3.70811442063418e-05	3.60043197982894e-05	2.74318575513513e-05	0.000326210270928161	7.05295040641674e-06	8.33541718763024e-06	2.67668341080845e-05	1.21389840843757e-05	1.1481135646095e-05	2.52837833786575e-05	0
"Bdellovibrio"	0	6.55467750986651e-05	1.08329767478487e-05	4.45876839670691e-05	0	0	0	0	3.99313487964922e-05	0	0	0	0	0	0	0	0	3.40876649523412e-05	0	0	0	0	0	0	0	1.66578869250213e-06	0	4.97404577219831e-06	0	0	0	4.08975091480952e-05	0	0	0	5.7160923373614e-05	0	0	0	0	8.18401596210473e-07	0	0	0	0	0	0	4.08865257718949e-05	0	0	0	1.66237543518614e-05	1.44185212249284e-06	0	5.02010867280249e-06	9.05178726634395e-07	0	0	0	1.24498891959862e-05	6.44422059552685e-06	1.02821077278149e-05	5.39944092028935e-06	0	7.79818054124784e-06	0	7.16969004183046e-06	0	0	0	1.78445560720563e-05	0	2.73981646099995e-06	1.80598452704697e-06	0
"Bifidobacterium"	0	0.000110969540298617	1.08329767478487e-05	0	0	5.03490562755979e-06	0	0	0	7.35689260115268e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298514980437712	6.76328108766598e-05	3.00157934529208e-05	8.32189493078075e-06	0	0	0	0	0	5.51005508524514e-05	9.73706763674667e-05	0	0	5.67808101376092e-06	0	0	0.0019745561399255	0	0	0	0	0	0	0	0	2.59729513973726e-06	8.63571654642151e-07	8.4588657852913e-06	0.000794648039423622	0.000455731740452851	0.00046317995441882	0.000483635259148229	0.000986279889486751	0.000452981408003794	2.36723245275793e-05	9.35043772684288e-06	1.27440208457425e-05	0	9.27104632366591e-06	5.10860398722563e-05	0.000289654752777238	0.000105363271049509	0.00144888731988313	0	2.3510151042034e-05	1.27711038554913e-05	6.47412484500035e-06	4.95776311990468e-06	1.66150576488321e-05	4.22201880236637e-05
"Brucella"	0	9.77451909366059e-06	1.29162415070504e-05	0	0	4.348327587438e-05	5.40912229951422e-05	0	0	0	1.97410224615821e-05	0.000103763898901195	2.04275325426307e-05	0	0	0.000147181050006926	0	0	2.26077887764124e-05	8.35475399426864e-06	0	4.50541155095575e-05	0	0	0	1.55285386589181e-06	0	4.11645167354343e-06	0	0	4.3618387573606e-06	0	2.22603120895755e-06	0	1.07139959990878e-05	3.70560468766877e-05	1.30880671106222e-05	1.01265498951103e-05	6.77706443577916e-06	0	7.05871376731533e-06	0	0	0	0	2.70133783756405e-05	0	2.88264714075231e-05	0.000101190144636922	3.10998702357914e-06	7.97740650062159e-06	3.24918835059109e-05	5.4598133705062e-05	1.41999339182226e-05	8.47143338535421e-06	8.32764428503644e-06	1.34455173519107e-05	8.95672971884506e-06	8.41564812931119e-05	3.13877488180496e-05	6.46949204884264e-05	3.98250651429452e-05	3.73641311684023e-05	2.46492104637149e-05	4.0104928497846e-05	4.44653349508874e-05	3.64719015171376e-05	3.28778855738619e-06	7.58668719392935e-05	3.3341668750521e-05	4.12874042451499e-05	3.60123194503144e-05	1.68303011175711e-05	4.00928565004426e-05	4.9179559675916e-05
"Calothrix"	0	1.32243493620114e-05	5.83314132576469e-06	0	0	1.7393310349752e-05	2.81570749837726e-05	0	0	0	4.1538401429579e-05	0	2.5141578514007e-05	0	0	0.000142852195594958	0	0	0	3.0634097978985e-05	0	0	2.09853499364335e-05	1.82071113040081e-05	0	1.18581567940829e-06	0	0	0	0	0	0	0	0	0	6.30741223432982e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07946456830269e-06	2.49921034565425e-06	0	0	0	0	6.39766408488932e-07	0	0	5.81243426263206e-06	8.68910512209713e-07	3.88759746260833e-06	4.41478396365043e-07	1.59146541658119e-06	2.16025918789736e-06	2.49380523194103e-06	0	0	0	2.27430616604639e-06	5.6648592393753e-06	0	1.80598452704697e-06	0
"Candidatus Accumulibacter"	0	0.000175366371974499	0	0	0	1.41892794958503e-05	0	0	1.68940321831313e-05	1.83922315028817e-06	4.68849283462575e-05	0	0	3.15361909327144e-05	0	0	0	0	0	0	0	0	9.53879542565158e-06	0	2.51654110089185e-05	1.07570422346324e-05	1.30376502894766e-06	0	0	4.0017877012669e-05	6.78508251144983e-06	1.8875773452967e-05	0	0	1.53057085701254e-05	8.63327049573895e-05	0	0	1.59352596192645e-05	2.36340983221461e-05	7.7748151639995e-06	0	0	0	0	0	2.0552309051922e-05	0	3.80623479826956e-05	0	0.000217616228493701	8.19313607341741e-05	8.00708545357688e-05	2.66728488463911e-05	1.39621772462319e-05	2.26294681658599e-05	1.21009656167197e-05	2.93492839894298e-05	5.78118436709204e-05	8.41682649869487e-06	8.46593686079018e-05	7.7912309261471e-05	6.54412239539069e-05	5.77600901910932e-05	7.8777538120769e-05	0.000104232505816048	5.82926972966216e-05	9.76062227974026e-06	8.9972772752127e-05	7.39501114594888e-05	6.03565867143081e-05	6.49435648514097e-05	5.67533409778561e-05	0.000128405499873039	6.17064286499701e-05
"Candidatus Liberibacter"	0	1.20744059392278e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18100181431404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17207466948424e-06	1.01428099415876e-06	0	3.16812554322038e-06	2.15128277630572e-06	1.27953281697786e-06	0	0	5.55971972947415e-06	0	0	1.25085545636762e-06	1.75061195823931e-06	0	0	0	9.53101406272532e-07	4.06084427089678e-06	5.42334547287986e-06	0	2.60934901047615e-06	2.52837833786575e-06	0
"Carnobacterium"	0	0.000386380990055289	0	0	0	0	6.00190282548838e-05	0.00516868596988941	0	8.05171023570598e-05	0	0	0	0	0	9.52347970633052e-05	0.00423415836765672	0	0	0	0	0	0	0.0004455821428589	0	0.000948172570513541	0.000189371870454647	0.000120749249090607	6.45577303721173e-05	0	2.90789250490707e-05	7.50190996207663e-06	2.78253901119694e-06	0.00446918277263904	0	0	0	0	6.06272521146731e-05	0	0.00293356052161644	0.00557753390913743	0	0	0	0	0	0	0	0.000133923816202877	0.00224814446452401	1.36012535606139e-05	6.23841351665234e-05	0.00194237551681386	0.00169663985301122	0.00162036043854823	0.00152875532291225	0.00128569056865957	0.000887667928769954	0.00245280352216133	2.86830995134234e-05	9.84765247171008e-05	1.29586582086944e-05	2.56057469891725e-05	0.000135911146576034	0.00072656717352948	0.000864726964175553	0.00334604406088738	3.33585492195386e-06	8.29267145846291e-05	6.28058395085119e-05	3.60123194503144e-05	2.9094241466809e-05	6.37512538047579e-05	0.00168787960472625
