"B5_0"	"B5_1"	"B5_3"	"B5_4"	"B5_5"	"B5_6"	"B5_7"	"Bott_B5"	"B7_0"	"B7_1"	"B7_2"	"B7_3"	"B7_4"	"B7_5_"	"B7_6"	"B7_7"	"Bott_B7"	"B8_1"	"B8_2"	"B8_3"	"B8_4"	"B8_5"	"B8_6"	"B8_7"	"T1_0"	"T1_1"	"T1_2"	"T1_3"	"T1_4"	"T1_5"	"T1_6"	"T1_7"	"T1_8"	"Bott_T1"	"T3_0"	"T3_1"	"T3_2"	"T3_3"	"T3_5"	"T3_6"	"T3_8"	"Bott_T3"	"T4_0"	"T4_1"	"T4_2"	"T4_3"	"T4_4"	"T4_5"	"T4_6"	"T4_7"	"T4_8"	"9_0"	"A9_0"	"A9_1"	"A9_2"	"A9_3"	"A9_4"	"A9_5"	"A9_6"	"Bott_A9"	"A11_0"	"A11_1"	"A11_2"	"A11_3"	"A11_4"	"A11_5"	"A11_6"	"Bott_A11"	"A12_0"	"A12_1"	"A12_2"	"A12_3"	"A12_4"	"A12_5"	"A12_6"
"Alicycliphilus"	0.000125879961635366	8.62457567087699e-06	6.66644722944536e-06	2.74385747489656e-05	0	3.84483702468202e-05	6.15009795698192e-05	0	0.000129008973034821	1.85965896306915e-05	0	4.369006269524e-05	0	0	0	0.00027271782795401	0	0	5.40621035957688e-06	9.74721299331341e-06	0	0	5.18910471155446e-05	1.74689851700618e-05	3.50665563239028e-05	2.93065875053764e-05	1.38525034325689e-05	4.45948931300538e-06	3.026143611193e-06	2.30191327948981e-05	5.74308769719146e-05	3.14596224216117e-05	0	0	0.000165301652557354	0.000508140898128197	0	2.66488155134481e-05	7.96762980963226e-05	5.34751315571791e-05	2.2506043895788e-05	0	0.000141254951517655	0	8.46041071668139e-06	0	9.78681383424856e-07	4.6769479120369e-05	2.0423698917544e-05	1.0884954582527e-05	1.98507557108491e-05	0.000132234409617079	0.000103236611970487	2.69469788448123e-05	1.44328124343072e-05	1.38492345175062e-05	1.72102622104457e-05	2.80697511724519e-05	6.07390256289416e-05	3.15630993701057e-05	0.000110815322789746	6.73405646962528e-05	3.93079298997065e-05	6.18805552238336e-05	5.44281172470768e-05	5.92271060681861e-05	6.48389360304668e-05	8.42495817830212e-06	0.000122854771268529	5.8775377605085e-05	0.000109866482482857	8.94238494215673e-05	3.97925724097612e-05	0.000120278569501328	6.40262192007208e-05
"Aliivibrio"	5.62306427609757e-05	0	0	0	0	0	0	0	0	1.66211277285301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41292498227267e-06	8.08593534057052e-05	1.75895992445564e-05	3.96018627542851e-05	7.71834688789393e-06	1.00871453706433e-06	9.27848121886662e-05	7.63321782538106e-05	3.24276108038151e-05	0	0	0.00028315560854732	0.00281980748201008	0	3.46434601674825e-06	7.6928839541277e-06	1.74271634092593e-05	8.12263584238895e-05	0	8.80944858927313e-05	0	0	0	0	2.35318133938964e-06	2.13520488683414e-05	0	0	0.000141841644274973	5.26756642084049e-05	1.19246549313259e-05	2.35317594037617e-05	2.57070758364168e-05	2.15128277630572e-05	2.03125834695236e-05	0	2.10420662467372e-06	5.38281955626361e-05	3.80872441185258e-05	5.1186699924343e-05	3.85557799492138e-05	3.91500492478973e-05	5.04060477176052e-05	3.39780962851966e-05	0	6.38577942202596e-05	3.93260708339478e-05	5.68576541511598e-05	4.45096083093774e-05	2.67458273573805e-05	4.44272193653554e-05	5.10353921165166e-06
"Alkalilimnicola"	2.74763368036586e-05	0	0	0	0	1.55624355760939e-05	5.18682960227391e-06	0	2.45731377209183e-05	7.42501197708927e-06	1.97410224615821e-05	0	0	4.91964578550344e-05	0	0	0	0	0	0	1.15766807761849e-05	3.21815110782553e-05	6.10482907241701e-06	8.85751360735528e-06	9.07604987206895e-06	1.40603859129841e-05	7.49664891644903e-06	0	0	1.31031986678651e-05	8.23902876390336e-06	2.39577124595351e-05	0	0	3.82642714253135e-05	0.000147829974242105	1.46461703380772e-05	0	1.13561620275218e-05	7.40057624228818e-06	1.19691233445782e-05	0	8.80944858927313e-05	1.19748399401442e-05	0	0	0	1.2942497366643e-05	0	0	0	4.64169764370156e-06	1.95130653910697e-05	7.86753095469089e-06	8.00079819727897e-06	4.25434001518166e-06	3.09246899093947e-06	5.83786847746151e-06	4.39077293703193e-05	3.66482653797339e-05	4.76366895002671e-05	1.76678470815975e-05	7.77519492521666e-06	6.47501648002064e-06	3.35799202898631e-05	1.24214903304098e-05	2.15090701254914e-05	0	2.01104396723504e-05	6.62558802093686e-06	2.50173678265103e-05	1.84107925279697e-05	1.17420705471427e-05	2.83539570746374e-05	5.56749732180181e-06
"Alligator"	6.83713497207318e-05	0	0	0	0	0	0	0	7.67910553778696e-05	5.44955007492791e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1551336200815e-05	2.25587316154102e-05	0	0	0	5.27669351759972e-05	0	0	0	0	1.60709939986317e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55625197811882e-07	4.36400575741165e-05	4.93433997158314e-07	0	0	0	0	0	6.06712910114255e-05	1.51628719894749e-05	2.75154995533076e-05	5.42103868397051e-05	1.81741939836943e-05	0	0	0	0	2.43040858599496e-05	2.32964223961973e-05	3.67387919130571e-06	3.50007374432831e-05	3.83574304539993e-05	0	0
"Allochromatium"	0.000169969897436586	0.000338083366298378	1.99993416883361e-05	0	0	5.85879927570594e-05	2.85275628125065e-05	0	0.00013515225746505	3.95092380432273e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.37358654129383e-05	4.42875680367764e-06	7.30209466980093e-05	2.97018593985125e-05	6.51882514473829e-06	6.51771514977709e-06	4.79139405105558e-06	0.000224170939371854	1.01776237671747e-05	0	0	0	3.13767025687571e-05	0.000161233225240056	1.02834813012032e-05	1.89206590145481e-05	6.99686112018281e-05	0.000178330014612557	2.35290458910511e-06	9.20382212785394e-07	0.000176188971785463	1.28959814740015e-05	0	0	0	7.67725411975869e-05	0	0	6.30771676793335e-06	0.000318010261821972	0.000202243791048328	4.75341417262509e-05	1.09814877217555e-06	5.9922831703197e-05	3.30759726857004e-05	4.63830646154476e-05	3.51261834962554e-05	4.75199996072148e-05	0.000216829069449492	0.0001073104482579	0.000119219655519989	0.0001283966336095	0.000117131854660376	0.000112513499369654	9.56997757757371e-05	1.22264636977799e-05	0.000227124065114744	0.000149396323439834	0.00017932029386135	0.000106418427139693	6.86258789755226e-05	0.000182223838779039	3.24770677105106e-05
"Altererythrobacter"	2.23644601890244e-05	2.24238967442802e-05	0	0	0	0	0	0	3.07164221511478e-06	0	0	0	0	0	0	0	0	0	0	4.17737699713432e-06	0	0	6.10482907241701e-06	4.6747988483264e-06	9.07604987206895e-06	3.47274591826715e-06	1.79267691480303e-06	0	0	0	0	1.86337763574162e-05	0	2.05029552933389e-05	0	3.31139142302316e-05	0	0	1.64847513302736e-06	0	2.55750498815773e-06	4.14171995753427e-06	0	6.90856150392936e-06	0	7.5037162154557e-06	0	0	0	0	0	0.000333446605148701	9.90071790778414e-05	1.25277409278527e-05	9.56958215752975e-06	4.98753478375552e-05	1.61346208222929e-06	2.35114155119683e-05	1.8294887237633e-05	4.38376380140358e-06	4.10661116381613e-05	2.40398575044687e-05	1.68462556713028e-05	0.000113312788400361	4.71073763308033e-05	0.000192623110920848	1.52745570456388e-05	1.54115088627478e-06	7.88214862987384e-05	1.75257489586072e-05	0.000128235878439385	2.52895501757826e-05	2.70067622584281e-05	0.000113235229845845	1.5310617634955e-05
"Alteromonas"	3.19492288414634e-06	1.60992079189704e-05	0	0	3.22905720947567e-05	0	1.11146348620155e-05	0	0	2.56128853521612e-05	3.29017041026369e-06	3.8228804858335e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.1865029237257e-05	2.04976710297719e-05	6.16028976177768e-05	1.54366937757879e-05	0	2.72688188493408e-05	0.000135459325853588	4.35594771991547e-05	1.66952340671816e-06	0	0.000136986091702622	0.00248787991317847	3.73944774589206e-06	1.59892893080688e-05	3.86475836743082e-05	1.14589567622527e-05	0.000192222074909935	0	7.13869109820409e-05	1.15142691732156e-05	0	0	0	1.32366450340667e-05	0	2.13811607871066e-05	0	3.99401890271995e-06	4.1333094178128e-06	2.46716998579157e-07	3.92195990062695e-06	5.43107235980637e-07	0	0	1.8294887237633e-05	0	3.28528893105291e-06	0	0	0	1.68695334157606e-05	0	4.67588480988943e-06	0	3.52647520320837e-06	0	6.99786512629659e-06	2.63011321828139e-06	0	1.91434359866978e-05	5.10353921165166e-06
"Amborella"	4.9840796992683e-05	1.83990947645376e-05	0	0	0	0	0	0	0.000499141859956152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4043751510956e-05	4.77431979495101e-05	0	1.37215055784781e-06	4.28703678252342e-06	1.69987442177709e-05	2.42324375408922e-06	0	0	0	0.000117853955989966	0	0	0	4.94542539908209e-06	0	0	0	1.36698340178376e-05	0	0	0	0	0	0	0	0	6.80062678030694e-06	3.29703518676695e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29933611787469e-06	0	9.53101406272532e-07	1.49610052085671e-06	0	0	0	0	0
"Amphimedon"	0.000178915681512195	0	0	0	1.88361670552747e-05	0	0	0	0.000125169420265927	8.85551887175785e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7437895021319e-05	5.86694263026446e-06	0	0	0.000125719879110597	0	0	0	0	7.34674011366019e-05	0	0	0	0	3.81965225408422e-06	0	0	0.000197453158035432	0	1.57121913309797e-05	0	0	0	0	0	0	1.29535748196323e-06	3.4604450939828e-05	7.51116195674322e-06	0	0	4.30256555261144e-06	1.4394744191001e-06	0	2.96342432974882e-05	3.32319611102659e-05	9.70283405300847e-06	2.22456965915921e-05	9.85968418548597e-06	0	1.98023758890592e-06	0	0	2.59243582506129e-05	1.32511760418737e-05	8.92227803602816e-06	1.80061597251572e-05	1.66998336670473e-05	6.50154429736908e-06	0
"Amycolatopsis"	2.74763368036586e-05	0	0	0	0	0	0	0	3.76276171351561e-05	3.67844630057634e-06	0	0.000106494527819647	0	0	0	0	0	0	0	0	0	0	0	5.41292498227267e-06	4.95057265749216e-05	8.04660639598485e-06	0	0	4.03485814825733e-06	0	6.78508251144983e-06	0	0	0	2.29585628551881e-05	9.06690508684912e-05	2.49296516392804e-06	1.25249432913206e-05	5.86124491743063e-06	4.29710878584475e-06	2.55750498815773e-06	0	0	0	0	0	0	0	6.77695464082141e-05	0	0	6.90857323713721e-06	2.30696339598854e-06	8.49802995105985e-07	0	1.35776808995159e-06	0	8.79678811672282e-07	3.36625925172448e-05	1.42033947165476e-05	7.58143599473747e-06	0	3.45564218898518e-06	2.0602325163702e-06	9.54879249948715e-07	3.60043197982894e-06	2.1820795779484e-05	0	8.9591532189618e-06	2.56474375004007e-06	0	0	0	1.26418916893288e-06	0
"Amycolicicoccus"	2.619836765e-05	0	8.74971198864704e-06	0	0	0	0	0	7.8326876485427e-05	0	0	0	0	0	0	0	0	0	0	9.05098349379102e-06	0	0	0	0	0	3.47274591826715e-06	0	2.05822583677171e-06	0	0	0	1.3793834446399e-05	0	0	0	9.85533161614035e-06	0	0	1.13561620275218e-05	0	1.43220279336833e-06	0	1.5188704464264e-05	0	0	0	0	0	0	0	2.59729513973726e-06	7.12446615079775e-06	1.63409907215855e-06	0	0	0	0	0	1.31723188110958e-05	0	0	0	0	0	0	0	0	0	0	0	6.9978651262966e-07	0	0	0	4.63958110150151e-06
"Anaeromyxobacter"	1.34186761134146e-05	1.49492644961868e-05	0	1.14327394787357e-05	0	1.96819038168246e-05	2.40817088677003e-05	0	0	2.24793940590776e-06	2.30311928718458e-05	8.19188675535749e-05	3.45696704567596e-05	0	0	0.000155838758830863	0	3.83486230713838e-05	0	2.1583114485194e-05	1.36815318264003e-05	2.20673218822322e-05	1.33543135959122e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83163903669707e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0666547089064e-05	3.97488497710864e-06	0	1.26725021728815e-06	0	0	1.09769323425798e-05	0	2.26179507176335e-05	1.47714787075651e-05	5.18346328347778e-06	6.47501648002064e-06	2.38719812487179e-06	8.46101515259801e-06	0	7.91124121621052e-06	1.4296521094088e-05	8.12168854179357e-06	1.97689689817879e-05	4.653277232344e-06	7.43664467985701e-06	2.14912158718589e-05	5.10353921165166e-06
"Anas"	2.49203984963415e-05	0	0	0	0	0	0	0	6.98798603938613e-05	6.81193759365988e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43005802196119e-06	2.2815888006584e-06	0	0	9.73886387476459e-05	0	4.59794481546632e-06	0	0	6.12228342805016e-06	0	0	0	8.05921176146711e-06	0	0	0	1.5188704464264e-05	0	1.20863010238306e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aneurinibacillus"	5.43136890304879e-05	0.000131668521908722	0	0	0	0	1.81539036079587e-05	0	0	2.38417815778096e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59905064518338e-05	2.02718013765513e-05	0	0	0	7.75567704935798e-05	0	2.75876688927979e-05	0	0	5.28046945669326e-05	3.70560468766877e-05	0	0	3.91970753853173e-05	2.88861201715119e-05	7.16101396684164e-06	0.000139101611736162	0	0	0	0	0	3.35328340863023e-05	0	0	0	8.40902898707795e-05	4.35439340992836e-05	1.47756069149073e-05	9.2558253654796e-06	1.94613426226395e-05	1.54623449546973e-05	2.2631736700296e-05	5.56164572024044e-05	3.682361593179e-06	5.33227664963202e-05	4.09836124925581e-05	5.07547446507199e-05	3.93651570092164e-05	3.88317561645811e-05	5.90470844691946e-05	4.7070573752887e-05	3.9042489118961e-06	3.7266264985256e-05	4.25320005214979e-05	4.67107497180298e-05	5.40184791754716e-05	3.35301347846185e-05	6.51960414263955e-05	2.69095703887087e-05
"Anolis"	0.000120768085020732	0	0	0	0	0	0	0	7.37194131627548e-05	1.36238751873198e-06	1.31606816410547e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03282687898565e-05	4.5631776013168e-06	0	0	8.10981755389487e-05	0	0	3.61730071455602e-06	0	5.43352654239452e-05	0	0	0	0	0	0	0	0.00015188704464264	0	0	0	0	2.35318133938964e-06	0	0	0	0	1.92246949665711e-06	0	2.19629754435109e-06	0	0	0	1.31723188110958e-05	0	7.07600692842164e-06	0	0	0	0	0	0	1.84938106352973e-06	0	0	0	0	0	0	0
"Anopheles"	0.000476043509737805	2.0124009898713e-05	0	5.48771494979312e-05	5.11267391500314e-05	5.44685245163287e-05	1.33375618344186e-05	0	0.000627382922437194	5.44955007492791e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.67086271918244e-05	0	7.5908780748213e-05	2.13729159360019e-05	3.91129508684297e-06	0	0	0.000460382655897962	0	5.3239361021189e-06	0	0	0.000431620981677536	0	0	0	0	4.36872726560883e-05	0	0	0.000724501202945394	2.71736752487888e-05	0.000175855679896735	0	7.24224223734394e-05	5.29465801362668e-06	0	0	0	1.94303622294484e-06	9.323977058787e-06	0	0	0	0	0	0	0	3.15893166447395e-06	0	8.63910547246296e-07	0	4.29695662476922e-06	0	0	0	9.53101406272532e-07	1.06864322918336e-05	0	0	0	0	0
"Anoxybacillus"	1.40576606902439e-05	0	0	0	0	0	0	0	1.45903005217952e-05	4.49587881181552e-06	0	0	0	0	0	6.92616705914947e-05	0	0	0	0	0	0	0	0	1.89771951870533e-05	5.92907839704147e-06	1.30376502894766e-06	0	3.026143611193e-06	0	0	0	3.61730071455602e-06	0.000261264346712226	3.29072734257696e-05	7.92368661937684e-05	0	0	7.32655614678829e-06	0	0	0.000453872328508766	0	0	0	0	0	0	0	1.84655479525012e-05	7.79188541921179e-06	1.29535748196323e-06	2.49921034565425e-06	2.74129998421285e-07	0	0	4.03365520557322e-06	0	5.12256842653725e-06	0	0	1.50611155449684e-05	0	1.91307305091519e-06	3.66037045813674e-06	0	0.000110974332821376	5.65088658300752e-06	0	3.20592968755009e-06	4.19871907577796e-06	8.29497245765669e-06	7.04524232828559e-06	0	1.29908270842042e-05
"Apis"	0.000666460913632928	3.50732743948998e-05	0	0	0	0	0	0	0.000631990385759867	5.8582663305475e-06	0	0	0	0	0	0	0	0	0	0	7.36697867575401e-06	0	0	0	7.83840670769591e-06	1.87189475106595e-05	2.44455942927686e-06	0	0	0.000359806752609484	0	0	0	0	0.000544883225096464	0	0	0	0	0	0	0	0.000997897883302146	0	0.000111193969419241	0	0	0	0	0	0	1.18741102513296e-06	0	0	0	1.44828596261503e-06	0	1.9192992254668e-06	0	0	0	2.60673153662914e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apteryx"	4.53679049548781e-05	0	0	0	0	0	0	0	1.84298532906887e-05	4.76835631556192e-07	0	0	0	0	0	3.89596897077157e-05	0	0	0	1.46208194899701e-05	0	0	0	0	3.71292949311912e-06	2.90242504388506e-05	0	0	0	2.58522568311933e-05	0	0	0	0	2.60197045692132e-05	0	0	0	0	0	0	0	3.18962793749544e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57815496850529e-05	0	0	0	0	0	0	0	0	2.47806365630858e-06	0	0	0	0	0	0
"Arabidopsis"	0.00581667660287684	0.00185140891068159	0.000254158300622605	0.000640233410809198	0.00137369475453111	0.000793684214380789	0.00018376196305199	0	0.00965877894542844	4.9931502561527e-05	0.000452398431411257	0.00190324835616139	0.00129164859615711	0.00053106945530691	0.000254394784145264	0	0	0.00323406721235337	0.000518996194519381	0.000463688846681909	0.00047464391182358	0.00143897328107056	0.000819191751154958	0.000213072410665824	0.00913298145763011	0.000789160334646219	0.000256189828188215	0.000587280438758862	0.000422147033761423	0.00084604166533864	0.000422613710713161	0.000748739013634358	1.80865035727801e-05	2.82162857413153e-05	0.00703297308797262	0.00176844070520022	0.00137611677048828	0.00091591978919721	0.000698403964692593	0.000532364032912989	1.30944255393676e-05	6.19488027836323e-06	0.00724501202945394	0.00122327595696243	0.00143222667132392	0.00170109246604381	0.000897940169292306	0.000509169612310433	0.00112562431534191	8.0082165857163e-05	6.04798725395962e-05	0.000404259480829357	2.90292893995224e-05	1.52416279122235e-05	4.39259508870218e-06	8.50868003036331e-06	8.87404145226109e-06	4.79824806366699e-06	0.000106842141467777	7.61021395923661e-05	9.27462336689551e-05	5.9665188505067e-05	8.91987640031801e-05	1.80270345182393e-05	4.61524970808546e-05	4.46453565498789e-05	0.000158668357882248	6.37009032993575e-06	3.0118004438212e-05	9.78877197931962e-05	2.55422077109826e-05	3.52030538446894e-05	2.00919873806663e-05	2.6186775642181e-05	9.27916220300302e-05
"Archangium"	2.04475064585366e-05	5.11724823138702e-05	1.95826887364958e-05	0	2.82542505829121e-05	0	2.37112210389664e-05	0	0	1.49862627060517e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.39413997457339e-06	0	1.27889793651881e-05	1.1519352314252e-05	8.80041394539669e-06	6.68923396950807e-06	5.29575131958775e-06	3.54140504536894e-06	2.10822206605762e-05	5.3239361021189e-06	2.22603120895755e-06	0	7.57632574221207e-05	0.000151377893623916	0	0	2.10638489220163e-05	0	1.97439385085777e-05	0	0	0	0	0	0	7.94198702044003e-06	7.70530459161886e-05	0	0	1.61919685245403e-05	3.35470927166666e-05	7.94976995421728e-06	4.54947348472726e-06	2.9870897978935e-06	3.36137933797768e-06	8.31696331035612e-06	1.90266827271383e-05	3.36673059947795e-05	4.01816107721086e-05	2.3170946992259e-05	1.18787700246366e-05	2.08230643618845e-05	2.64183259152478e-05	2.32227862698967e-05	2.24442470874693e-05	1.84938106352973e-06	3.23101376726388e-05	1.36786333335471e-05	4.28619238985666e-05	2.00293237392198e-05	8.74131918509508e-06	2.31166019462012e-05	2.64456122785586e-05
"Arcobacter"	4.08950129170732e-05	0	0	0	0	0	0	0	0	1.77110377435157e-06	0	0	0	0	0	0	0	0	0	0	0	1.65504914116742e-05	0	0	4.1254772145768e-06	1.4399190392815e-06	0	0	0	0	4.84648750817845e-06	0	0	0	3.06114171402508e-05	0.000148224187506751	0	0	0	0	1.22760239431571e-06	0	1.5188704464264e-05	0	0	0	0	0	0	0	0	1.61919685245403e-06	0	0	1.4119055642257e-06	0	0	0	2.0490273706149e-05	0	0	3.47564204883885e-06	0	2.94318930910029e-07	1.19359906243589e-05	0	0	0	0	0	0	0	0	0	0
"Aromatoleum"	0.0002095869412	0.000727339214910626	6.41645545834116e-05	7.6599354507529e-05	1.88361670552747e-05	9.01705826026617e-05	6.77992726582946e-05	0	0.000202728386197576	1.22614876685878e-06	6.00456099873123e-05	8.19188675535749e-05	0	9.08242298862174e-05	0	0	0	3.83486230713838e-05	7.8635787048391e-06	1.60132784890149e-05	1.89436594519389e-05	0.000153551781430533	2.70901790088505e-05	4.30573578135326e-05	0.000146454441117476	5.26558629070588e-05	1.95564754342149e-06	5.48860223139124e-06	0	0.000462153358420647	1.5508760026171e-05	0.000198195621256154	0	0	0.000290808462832383	0.000317735891304365	4.33152697232497e-05	3.03796496853308e-05	0.000247454433857774	0.000307004549922019	4.08177796109974e-05	3.53993158763613e-07	0.000540717878927799	1.88834014440736e-05	0	0	5.08914319380925e-05	8.08906085415188e-05	0.000265508085928071	0	4.0814637910157e-06	0.000489321288811609	0.000343064681678462	8.43772135140716e-05	7.57722652801126e-05	9.22377122440449e-05	7.95974627233116e-05	0.000125074332859586	0.000320526424403331	0.000106613135650135	0.000351904987422398	0.000288333471634923	0.00025528556671128	0.000220886357647977	0.000305402213441931	0.000365623867551629	0.000173007737965909	0	0.000354363102852127	0.000197271540107249	0.000393629913354183	0.000246623693314232	0.000181741158579663	0.000459442463680748	0.000101142868012733
"Arthrobacter"	5.11187661463415e-05	0	7.49975313312604e-06	0	0	0	0	0	3.22522432587052e-05	0	0	0	0	0	0	0	0	0	8.84652604294399e-06	0	0	0	0	0	1.65019088583072e-06	9.45829172861377e-06	0	0	0	0	0	0	0	0	9.56606785632838e-05	8.67269182220351e-06	0	1.06595262053792e-05	0	0	7.97941556305211e-06	0	1.82264453571168e-05	0	0	0	0	0	0	6.80309661407938e-06	0	2.91455433441726e-05	6.05577891446991e-06	5.48259996842571e-07	0	5.43107235980637e-07	3.36137933797768e-06	0	1.68312962586224e-05	4.03306269729129e-06	1.76900173210541e-06	0	0	1.61875412000516e-06	7.00244783295724e-06	5.04060477176052e-06	2.49380523194103e-06	0	2.28744337505408e-06	0	6.47302524182435e-06	1.21389840843757e-06	1.56560940628569e-06	5.2373551284362e-06	0
"Arthroderma"	0.000837069795646343	8.62457567087699e-06	0	0	1.07635240315856e-05	1.51047168826794e-05	0	0	0.000212711223396699	8.78739949582125e-06	1.23381390384888e-05	2.7306289184525e-05	9.42809194275263e-06	0	0	0	0	0	0	0	0	5.51683047055805e-06	9.691416152462e-05	0	0.000232676914902131	0.000306025146407297	2.44455942927686e-06	0	1.5130718055965e-06	0.000332537933760143	2.90789250490707e-06	4.83994191101718e-06	0	0	0.000149995943987229	1.85280234383439e-05	2.49296516392804e-06	0	1.20888176422007e-05	9.21491106297819e-05	0	0	0.000100245449464142	0	0	0	0	0	0	7.77496755894786e-07	0	0.000714929383586871	0.000472062384904154	4.10646737635085e-05	5.49074386087773e-06	2.62501830723975e-06	3.22692416445858e-06	2.3991240318335e-06	3.14672060487288e-05	0	0.00157074718084303	0.00014496323712032	0.000170406355444332	0.000111252555883991	6.0157392746769e-05	3.40240822093835e-05	0.000187970569357555	1.23292070901982e-05	0.000772583999924514	0.000483240468236717	7.48771568513736e-05	0.000184107925279697	0.000219576719231568	0.000170123742447824	0.0001535701344597
"Asaia"	5.87865810682928e-05	0	1.99993416883361e-05	0	0	1.55624355760939e-05	0	0	3.532388547382e-05	2.65665566152735e-06	1.80959372564503e-05	0	5.65685516565157e-05	0	0	0	0	0	2.94884201431466e-06	1.39245899904477e-05	0	2.20673218822322e-05	0	0	8.70475692275704e-05	2.31798731617669e-05	0	9.43353508520369e-06	0	0	0	1.7181793784111e-05	1.66952340671816e-06	4.54888718726813e-06	4.74476965673887e-05	0	0	0	3.99297309999962e-05	1.19364132940132e-05	0	2.38945382165439e-06	0	0	0	0	0	1.76488600454223e-06	0	0	4.37829752127138e-05	0.0447086158112198	0.0626747164309431	0.0117389592703953	0.00770837686708823	0.0168413933162689	0.0107502289435467	0.0144136173000514	0.0380906870242415	0.00192096529777505	0.0618046243726994	0.0374558358129867	0.0256920517421944	0.0272214107604031	0.0292345831164299	0.0472013032123594	0.032438171554473	0.00013932004011924	0.0654079183474213	0.0252238273243525	0.0397244310691916	0.0236111333097163	0.0158451413986659	0.0390089045873091	0.021101278807739
"Aspergillus"	0.00709975763315001	0.00040593002824261	0.000121662661937378	3.65847663319542e-05	0.000158761979465887	0.00143586354124137	2.70456114975711e-05	0	0.00288657577165412	0.000316210143097692	0.000498049545853666	0.00029490792319287	0.000281271409625453	0.000239675051088629	2.89431191542516e-05	0	0	7.03058089642037e-05	5.89768402862932e-05	1.87981964871044e-05	0.000808262803282726	0.000502951044565876	0.00677063699312749	1.79610692593593e-05	0.00216793827626011	0.00732029429234727	0.000118805588262855	3.99638849973174e-05	0.000136680819772217	0.0187694467404554	0.000192647878450093	0.000297656427527557	1.83647574738998e-05	0	0.00310858941059247	0.000294083095425628	1.09067225921852e-05	1.35908959118585e-05	0.000154040842986224	0.00581589801337499	5.01270977678915e-06	0	0.00128648326812316	3.45428075196468e-05	0.000167395269180053	0	0	2.32376657264727e-05	5.57009970478472e-06	7.38621918100047e-06	2.59729513973726e-06	0.0159106600580406	0.0199188025783392	0.000904930537788505	5.25542626684011e-05	6.53539040630033e-05	3.99331865351749e-05	1.74336346313234e-05	0.000221734033320112	8.41682649869487e-06	0.069654316844384	0.00355543699754345	0.00822442840978474	0.00329688708432142	0.0024285762257029	0.000736288339875018	0.00482800692903784	6.57557711477238e-06	0.0418801335828807	0.0178568146310082	0.00126136518901496	0.00629305166574174	0.00999445904737625	0.00632112644311709	0.00674455904725274
"Asticcacaulis"	7.66781492195123e-06	4.54227651999522e-05	5.83314132576469e-06	1.25760134266092e-05	1.3454405039482e-05	4.43987132612091e-05	0.000139303423603928	0	2.30373166133609e-06	1.22614876685878e-06	0.00020974836365431	0.000267601634008345	0.00010685170868453	2.01831621969372e-05	0	0.000480502839728494	0	0	0	2.08868849856716e-05	1.05242552510772e-05	3.95372850389994e-05	2.25115572045377e-05	1.79610692593593e-05	3.54791040453605e-05	1.86342463907018e-06	4.88911885855372e-06	0	0	0	0	1.33098402552973e-05	0	0	1.22445668561003e-05	0.000119840832452267	0	0	0	5.72947838112633e-06	7.7748151639995e-06	0	0	0	0	2.47622635110038e-05	0	2.94147667423705e-06	0	0	0	0.000310454009843853	0.000177251687591786	2.97156918288673e-05	1.16090013058558e-05	5.48538308340444e-05	1.15631449226432e-05	2.42311527215183e-05	3.51261834962554e-05	2.2094169559074e-05	0.000159968299488961	9.70283405300847e-05	4.92429011930389e-05	0.000109118743634893	5.23592122055212e-05	0.00010819298099386	0.000106298448011486	0	0.000161836618785076	3.86848848964378e-05	0.000104443137009977	4.85559363375026e-05	5.0751838253761e-05	0.000166150576488321	0.000103462658563484
